generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
8130000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.708027,-0.0660754,0.225136,0
8135000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.625098,-0.0393351,0.0510933,0
8140000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.80977,-0.15199,0.598732,0
8145000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.28369,-0.0934356,0.453501,0
8150000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.864109,-0.0782167,0.0527254,0
8155000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.347502,0.183341,0.017346,0
8155000,Kunsia_tomentosus,Scapteromys_tumidus,1.17374,5.15261,-0.175017,3.12544,0
8160000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.682848,0.0102934,0.091621,0
8165000,Oxymycterus_rufus,Bibimys_chacoensis,0,1.46746,-0.168485,0.176888,0
8170000,Oxymycterus_rufus,Bibimys_chacoensis,0,0.934138,-0.0645185,0.219839,0
